mode,class_idx,class_id,class_label,text
hybrid,387,843,Western Bluebird,"A photo of a Western Bluebird. A bird with small stocky body, thin straight bill, short tail, blue upperparts, blue breast, and blue back."
hybrid,388,844,Mountain Bluebird,"A photo of a Mountain Bluebird. A bird with small lanky body, round head, straight thin bill, long pale blue wings, long pale blue tail, white undertail, gray-brown plumage, and orange-brown chest."
hybrid,389,845,Townsend's Solitaire,"A photo of a Townsend's Solitaire. A bird with medium-sized short body, long tail, short bill, small rounded head, upright posture, slender appearance, gray prominent white eyering, buffy wings, buffy tail feathers, and dark gray buff white plumage."
hybrid,390,846,Veery,"A photo of a Veery. A bird with medium-sized thrushes-smaller, plump body, round head, straight narrow bill, long wings, long legs, bright cinnamon-brown upperparts, bright cinnamon-brown chest, and pale underparts."
hybrid,391,847,Swainson's Thrush,"A photo of a Swainson's Thrush. A bird with round head, short straight bill, long wings, medium-length tail, long back, medium-brown pale underparts, spotted chest, large buffy eyering, and brown upperparts."
hybrid,392,848,Hermit Thrush,"A photo of a Hermit Thrush. A bird with hermit chunky shape, slender body, straight bill, rich brown head, rich brown back, distinctly warm plumage, reddish tail, distinct spots, and thin pale eyering."
hybrid,393,849,Wood Thrush,"A photo of a Wood Thrush. A bird with pot-bellied body, short tail, straight bill, big head, warm reddish-brown upperparts, white bold black spots, warm reddish-brown underparts, and white eyering."
hybrid,394,850,Varied Thrush,"A photo of a Varied Thrush. A bird with stocky body, large rounded head, straight bill, long legs, short tail, dark blue-gray back, rich burnt-orange underparts, orange line, dark blue-gray eye, two orange bars, orange edging, two orange flight feathers, and paler gray-brown plumage."
hybrid,395,851,Gray Catbird,"A photo of a Gray Catbird. A bird with medium-sized slender body, long rounded black blackish tail, narrow straight bill, broad rounded wings, slaty gray plumage, small black cap, rich rufous-brown patches, and blackish undertail."
hybrid,396,852,Northern Mockingbird,"A photo of a Northern Mockingbird. A bird with medium-sized bit slender body, small head, long thin bill, long legs, gray-brown plumage, two white wingbars, and white patches."
hybrid,397,853,Brown Thrasher,"A photo of a Brown Thrasher. A bird with large slender body, long proportions-the legs, long proportions-the bill, foxy brown plumage, whitish underparts, white wingbars, and bright-yellow eye."
hybrid,398,854,Curve-billed Thrasher,"A photo of a Curve-billed Thrasher. A bird with lanky body, long curved thick bill, long tail, thick legs, grayish-brown upperparts, off-white underparts, and indistinct gray-brown speckling."
hybrid,399,855,California Thrasher,"A photo of a California Thrasher. A bird with large lanky body, long tail, long legs, wide wings, brown grayish-brown plumage, pale throat, buffy rusty patches, and pale undertail."
hybrid,400,856,European Starling (Nonbreeding Adult),"A photo of a European Starling (Nonbreeding Adult). A bird with chunky body, blackbird-sized short tail, long slender purplish-green iridescent yellow beak, black fresh brown plumage, and white spots."
hybrid,401,857,American Pipit,"A photo of a American Pipit. A bird with small slim body, short thin bill, medium-length tail, brownish grayish upperparts, pale underparts, pale breast, and pale side."
hybrid,402,858,Bohemian Waxwing,"A photo of a Bohemian Waxwing. A bird with full-bellied thick-necked shaggy crest, grayish-brown plumage, streaked belly, and red-tipped secondaries."
hybrid,403,859,Cedar Waxwing,"A photo of a Cedar Waxwing. A bird with medium-sized body, large pale brown head, short neck, short wide bill, pale brown chest, gray wings, and bright yellow tip."
hybrid,404,860,Ovenbird,"A photo of a Ovenbird. A bird with chunky body, round head, thick bill, thick tail, olive-green upperparts, spotted underparts, bold black plumage, orange crown, spotted stripes, white eyering, and pink legs."
hybrid,405,861,Louisiana Waterthrush,"A photo of a Louisiana Waterthrush. A bird with large plump body, short tail, long legs, brownish upperparts, prominent white eyebrow, pale underparts, and dark streaks."
hybrid,406,862,Northern Waterthrush,"A photo of a Northern Waterthrush. A bird with large trim body, short fine bill, short tail, long legs, brownish upperparts, prominent pale eyebrow, pale yellowish buff underparts, dark streaks, and pink plumage."
hybrid,407,863,Blue-winged Warbler,"A photo of a Blue-winged Warbler. A bird with pointed heavy black bill, bright yellow underparts, yellow-green upperparts, yellow-green wingbars, blue-gray wings, black eyeline plumage, and white undertail."
hybrid,408,864,Black-and-white Warbler,"A photo of a Black-and-white Warbler. A bird with medium-sized body, downcurved bill, short neck, boldly striped black white plumage, black wings, white wing bars, obvious black streaking, buff flank, and large black spots."
hybrid,409,865,Prothonotary Warbler,"A photo of a Prothonotary Warbler. A bird with large heavy body, big head, large heavy bill, bright golden yellow blue-gray wings, yellow blue-gray tail, yellow-olive back, black eye, solid yellow face, white undertail, and paler yellow plumage."
hybrid,410,866,Tennessee Warbler,"A photo of a Tennessee Warbler. A bird with small stocky body, short tail, thin sharply pointed bill, gray head, white line, gray eye, contrasting green back, contrasting green wingbars, greenish plumage, and white undertail."
hybrid,411,867,Orange-crowned Warbler,"A photo of a Orange-crowned Warbler. A bird with small body, sharply pointed bill, short wings, short square tail, thin white yellow stripes, blackish line, white yellow eye, pale partial eyering, and orange crown."
hybrid,412,868,Nashville Warbler,"A photo of a Nashville Warbler. A bird with small compact plump body, round gray head, plump tail, straight pointed bill, yellow plumage, green back, white eyering, yellow breast, yellow undertail, yellow coverts, and yellow underparts."
hybrid,413,869,MacGillivray's Warbler,"A photo of a MacGillivray's Warbler. A bird with compact small full body, thick neck, rich golden-olive olive brown upperparts, bright yellow underparts, bright yellow chest, blackish lores, whitish eye, grayish brownish version hood, and pale throat."
hybrid,414,870,Mourning Warbler,"A photo of a Mourning Warbler. A bird with small sturdy full body, thick neck, moderately long tail, strong legs, olive brownish upperparts, yellow underparts, gray hood, black chest, yellow patches, yellow throat, and thin white eye."
hybrid,415,871,Hooded Warbler,"A photo of a Hooded Warbler. A bird with sharp bill, heavy body, olive-green upperparts, bright yellow underparts, black hood, bright yellow throat, yellow forehead, yellow cheek, large black eye, and large black tail feathers."
hybrid,416,872,Cape May Warbler,"A photo of a Cape May Warbler. A bird with short tail, slender body, decurved bill, rich yellowish olive upperparts, rufous cheek, rufous stripes, rufous breast, large white patches, vivid yellow plumage, and yellowish green rump."
hybrid,417,873,Northern Parula,"A photo of a Northern Parula. A bird with small wood-warblers short tail, wood-warblers short bill, bluish gray plumage, yellow-green patches, white wingbars, chestnut bands, bright yellow throat, bright yellow chest, and white eye."
hybrid,418,874,Blackburnian Warbler,"A photo of a Blackburnian Warbler. A bird with medium-sized thin pointed body, short thin pointed bill, medium-length tail, orange face, and orange throat."
hybrid,419,875,Yellow Warbler,"A photo of a Yellow Warbler. A bird with yellow small uniformly plumage, medium-length tail, rounded head, straight thin bill, yellow patches, and large black eye."
hybrid,420,876,Palm Warbler,"A photo of a Palm Warbler. A bird with fuller belly, upright posture, dull brownish-olive upperparts, yellow undertail, yellow throat, paler yellow undertails, and dull brown crown."
hybrid,421,877,Pine Warbler,"A photo of a Pine Warbler. A bird with hefty body, long tail, long bill, yellowish olive back, whitish belly, two prominent white wingbars, gray wings, pale eyering, and pale stripes."
hybrid,422,878,Yellow-throated Warbler,"A photo of a Yellow-throated Warbler. A bird with pointed heavy bill, heavy body, yellow throat, yellow side, white eyebrow, gray back, white wingbars, white belly, and white tail."
hybrid,423,879,Prairie Warbler,"A photo of a Prairie Warbler. A bird with small thin straight bill, slender body, long tail, long legs, bright yellow underparts, bright yellow flank, black eyeline plumage, yellow face, chestnut patches, dark spots, chestnut side, and chestnut neck."
hybrid,424,880,Black-throated Gray Warbler,"A photo of a Black-throated Gray Warbler. A bird with compact body, small round also sharp black bill, big head, black plumage, gray-and-white yellow spots, white yellow eye, patchy black throat, and all-white belly."
hybrid,425,881,Townsend's Warbler,"A photo of a Townsend's Warbler. A bird with small slender body, black head, black throat, gleaming golden face, black cheek, gleaming golden patches, gray wings, white wingbars, olive-green back, yellow breast, and bold black flank."
hybrid,426,882,Hermit Warbler,"A photo of a Hermit Warbler. A bird with small classic body proportions, moderately long tail, slender body, straight bill, golden-yellow head, black throat, dark gray back, two white wingbars, and blackish streaking."
hybrid,427,883,Black-throated Green Warbler,"A photo of a Black-throated Green Warbler. A bird with medium-sized plump body, large head, thick straight bill, thick straight tail, olive-green white underparts, yellow bright face, black front, black throat, bright yellow flank, and two bright white wingbars."
hybrid,428,884,Canada Warbler,"A photo of a Canada Warbler. A bird with sharp bill, fuller chest, blue-gray upperparts, bright yellow underparts, and whitish eyering."
hybrid,429,885,Wilson's Warbler,"A photo of a Wilson's Warbler. A bird with long thin tail, small thin bill, large headed size, bright yellow underparts, yellowish olive upperparts, black eye, yellow cheek, black cap, olive crown, and yellow eyebrow."
hybrid,430,886,Yellow-breasted Chat,"A photo of a Yellow-breasted Chat. A bird with small body, long tail, large head, heavy bill, olive-green upperparts, bright yellow breast, bold face, and white eyering."
hybrid,431,887,Green-tailed Towhee,"A photo of a Green-tailed Towhee. A bird with small chunky stocky body, big head, stocky grayish olive-yellow tail, grayish olive-yellow wings, grayish olive-yellow back, bright rufous crown, white throat, and white stripes."
hybrid,432,888,Spotted Towhee,"A photo of a Spotted Towhee. A bird with large thick pointed bill, short neck, chunky body, long rounded tail, and jet-black upperparts."
hybrid,433,889,Eastern Towhee,"A photo of a Eastern Towhee. A bird with seed-cracking bill, chunky body, long rounded tail, bold sooty black upperparts, sooty black breast, warm rufous side, white belly, and rich brown plumage."
hybrid,434,890,Rufous-crowned Sparrow,"A photo of a Rufous-crowned Sparrow. A bird with large body, rounded head, long tail, thick pointed bill, grayish streaky back, bright reddish-brown crown, white eyering, white malar, and white stripes."
hybrid,435,891,Canyon Towhee,"A photo of a Canyon Towhee. A bird with long tail, chunky body, short rounded wings, thick legs, warm rusty undertail, buffy throat, and reddish crown."
hybrid,436,892,California Towhee,"A photo of a California Towhee. A bird with large body, rounded short wings, long tail, rusty patches, and rusty bill."
hybrid,437,893,Abert's Towhee,"A photo of a Abert's Towhee. A bird with long tail, grayish-brown upperparts, brown underparts, rusty undertail, brown coverts, and pale grayish bill."
hybrid,438,894,American Tree Sparrow,"A photo of a American Tree Sparrow. A bird with small rounded gray head, small bill, long thin tail, rusty cap, streaked brown back, smooth gray-buff breast, and reddish-brown gray plumage."
hybrid,439,895,Clay-colored Sparrow,"A photo of a Clay-colored Sparrow. A bird with small bill, slender body, slender tail, small slender shape, pale plumage, tan gray contrasting face, pale gray collar, pale stripes, and pale cheek."
hybrid,440,896,Brewer's Sparrow,"A photo of a Brewer's Sparrow. A bird with slim body, short rounded wings, short rounded bill, dusky gray-brown grayish underparts, thin white eyering, and faint gray stripes."
hybrid,441,897,Field Sparrow,"A photo of a Field Sparrow. A bird with small slender body, rounded head, long tail, warm-colored distinct white eyering, pink bill, pale grayish underparts, bright rufous crown, wide rufous line, bright rufous eye, whitish throat, black streaks, and two weak wingbars."
hybrid,442,898,Vesper Sparrow,"A photo of a Vesper Sparrow. A bird with large chunky body, chunky bill, chunky tail, brown plumage, thin white eyering, thin white tail feathers, pale cheek, and thin white chestnut patches."
hybrid,443,899,Lark Sparrow,"A photo of a Lark Sparrow. A bird with large long tail, rounded body, chestnut white stripes, chestnut white side, chestnut white throat, chestnut white cheek, and chestnut black spots."
hybrid,444,900,Savannah Sparrow,"A photo of a Savannah Sparrow. A bird with medium-sized small plump body, small plump crown, small plump head, thick-based seed-eating bill, brown upperparts, white underparts, black streaks, and small yellow patches."
hybrid,445,901,Fox Sparrow (Sooty),"A photo of a Fox Sparrow (Sooty). A bird with large round body, large round bill, medium-length tail, rust-brown upperparts, gray head, gray flank, and gray chest."
hybrid,446,902,Song Sparrow,"A photo of a Song Sparrow. A bird with medium-sized bulky body, rounded wings, white chest, white flank, and slaty gray plumage."
hybrid,447,903,Lincoln's Sparrow,"A photo of a Lincoln's Sparrow. A bird with medium-sized body, rounded belly, rounded head, rounded back, pointed crest, fine black streaking, buffy eyering, thick gray eyebrow, and thick gray eye."
hybrid,448,904,Swamp Sparrow,"A photo of a Swamp Sparrow. A bird with medium-sized compact body, moderately long tail, dark plumage, bright rusty crown, bright rusty wings, grayish breast, whitish throat, and gray nape."
hybrid,449,905,Dark-eyed Junco (Pink-sided),"A photo of a Dark-eyed Junco (Pink-sided). A bird with medium-sized body pale bill, slate-gray head, brown back, and pinkish-brown side."
hybrid,450,906,Summer Tanager (Female),"A photo of a Summer Tanager (Female). A bird with medium-sized chunky big body, large bright yellow-green head, large thick blunt-tipped bill, bright red patchy yellow plumage, bright yellow-green underparts, bright yellow-green back, and bright yellow-green wings."
hybrid,451,907,Pyrrhuloxia,"A photo of a Pyrrhuloxia. A bird with stocky medium-sized body, long reddish tail, heavy short seed-cracking yellowish bill, gray gray-brown prominent flashes red crisp buffy plumage, red face, red crest, red stripes, red breast, and yellowish wings."
hybrid,452,908,Dickcissel,"A photo of a Dickcissel. A bird with compact body, full yellow chest, large thick bill, short tail, grayish head, yellow face, bold black v plumage, gray warm reddish-brown shoulder, broad eyebrow, dark malar, and broad stripes."
hybrid,453,909,Eastern Meadowlark,"A photo of a Eastern Meadowlark. A bird with chunky medium-sized body, short tail, long spear-shaped bill, brown pale black bright-yellow underparts, black bright-yellow chest, blackish barring, and outer feathers white."
hybrid,454,910,Western Meadowlark,"A photo of a Western Meadowlark. A bird with shorter-tailed flat contrasting head, long slender bill, yellow underparts, intricately patterned brown gray plumage, black buff upperparts, bright yellow breast, and contrasting stripes."
hybrid,455,911,Rusty Blackbird,"A photo of a Rusty Blackbird. A bird with medium-sized body, slender bill, medium-length tail, pale yellow eye, buffy bold eyebrow, and dark glossy black plumage."
hybrid,456,912,Common Grackle,"A photo of a Common Grackle. A bird with large lanky bronzy-iridescent body, long legs, long tail, glossy purple head, bright golden dark eye, and glossy young dark brown plumage."
hybrid,457,913,Boat-tailed Grackle,"A photo of a Boat-tailed Grackle. A bird with large lanky body, rounded crown, long legs, pointed bill, long tail, glossy black plumage, dark brown upperparts, dark brown underparts, dark brown face, pale eyebrow, dark cheek, and dark stripes."
hybrid,458,914,Great-tailed Grackle,"A photo of a Great-tailed Grackle. A bird with long black legs, slender long body, straight black bill, tapered long slender tail, yellow dark brown eye, dark brown upperparts, dark brown streaked underparts, buff-colored throat, dark brown stripes, and dark brown plumage."
hybrid,459,915,Bronzed Cowbird,"A photo of a Bronzed Cowbird. A bird with curved bill, thick neck, blackish soft bronze sheen, and red dark eye."
hybrid,460,916,Orchard Oriole (Immature Male),"A photo of a Orchard Oriole (Immature Male). A bird with slim body, medium-length tail, rounded black head, straight sharply pointed black bill, black upperparts, rich reddish-chestnut underparts, black throat, reddish-chestnut patches, black wings, and greenish yellow two white wing bars."
hybrid,461,917,Gray-crowned Rosy-Finch,"A photo of a Gray-crowned Rosy-Finch. A bird with short tail, rich brown suffused black forecrown brownish plumage, pink body, gray side, pink head, pink throat, grayish wings, and dusky bill."
hybrid,462,918,Black Rosy-Finch,"A photo of a Black Rosy-Finch. A bird with medium-sized chunky body, blackish brownish yellow nonbreeders plumage, and gray crown."
hybrid,463,919,Brown-capped Rosy-Finch,"A photo of a Brown-capped Rosy-Finch. A bird with small compact body, short charcoal gray tail, long rich brown wings, rich brown upperparts, rich brown underparts, rich brown rump, charcoal gray cap, dark bill, dark legs, and yellow brownish plumage."
hybrid,464,920,Common Redpoll,"A photo of a Common Redpoll. A bird with small head, small pointed yellow bill, small red forehead, two white wingbars, form brown hoary pale whitish strikingly white plumage, streaked side, and gray-brown streaks."
hybrid,465,921,Hoary Redpoll,"A photo of a Hoary Redpoll. A bird with small head, small pointed yellow bill, small red forehead, two white wingbars, form brown hoary pale whitish strikingly white plumage, streaked side, and gray-brown streaks."
hybrid,466,922,Pine Siskin,"A photo of a Pine Siskin. A bird with small sharp pointed bill, pointed yellow tail, and yellow edging."
hybrid,467,923,Western Wood-Pewee,"A photo of a Western Wood-Pewee. A bird with medium-sized body, long wings, grayish-brown plumage, pale wingbars, gray breast, gray side, and yellow lower mandible."
hybrid,468,924,Eastern Wood-Pewee,"A photo of a Eastern Wood-Pewee. A bird with medium-sized body, long olive-gray dark wings, long tail, short legs, upright posture, short crown, yellow underparts, off-white throat, thin white wingbars, and buffy plumage."
hybrid,469,925,Least Flycatcher,"A photo of a Least Flycatcher. A bird with little compact body, grayish olive upperparts, dusky breast, bold white eyering, and white wingbars."
hybrid,470,926,Pacific-slope Flycatcher,"A photo of a Pacific-slope Flycatcher. A bird with slim body, small upright posture, large head, greenish brown brownish upperparts, pale gray underparts, olive-tinged brownish breast, strongly contrasting pale weak wingbars, and teardrop-shaped eyering."
hybrid,471,927,Cordilleran Flycatcher,"A photo of a Cordilleran Flycatcher. A bird with slim body, small upright posture, large head, greenish brown brownish upperparts, pale gray underparts, olive-tinged brownish breast, strongly contrasting pale weak wingbars, and teardrop-shaped eyering."
hybrid,472,928,Black Phoebe,"A photo of a Black Phoebe. A bird with small plump thin body, large black head, medium-long squared tail, sooty gray upperparts, sooty gray chest, and pale gray plumage."
hybrid,473,929,Eastern Phoebe,"A photo of a Eastern Phoebe. A bird with plump small body, medium-length tail, large head, flat brownish-gray upperparts, short thin bill, off-white underparts, faint yellow belly, whitish edging, and faint yellow wings."
hybrid,474,930,Say's Phoebe,"A photo of a Say's Phoebe. A bird with slender body, long blackish tail, large flat head, flat pale brownish-gray upperparts, flat back, cinnamon belly, and gray breast."
hybrid,475,931,Ash-throated Flycatcher,"A photo of a Ash-throated Flycatcher. A bird with medium-sized slender body, long cinnamon tail, medium-sized bill, grayish-brown plumage, pale yellow belly, pale yellow wings, cinnamon stripes, two whitish wingbars, and whitish throat."
hybrid,476,932,Great Crested Flycatcher,"A photo of a Great Crested Flycatcher. A bird with large body, straight tail, reddish-brown brown upperparts, brownish-gray head, gray throat, gray breast, bright lemon-yellow belly, brown tail feathers, and black bill."
hybrid,477,933,Cassin's Kingbird,"A photo of a Cassin's Kingbird. A bird with compact body, straight bill, straight head, moderately long wings, moderately long tail, white throat, lemon-yellow belly, and pale tip."
hybrid,478,934,Western Kingbird,"A photo of a Western Kingbird. A bird with large body, large head, broad shoulder, straight bill, long wings, medium-length square-tipped tail, gray-headed yellow belly, whitish chest, and whitish throat."
hybrid,479,935,Eastern Kingbird,"A photo of a Eastern Kingbird. A bird with medium-sized body, large head, upright posture, square-tipped tail, straight bill, blackish upperparts, and white underparts."
hybrid,480,936,Scissor-tailed Flycatcher,"A photo of a Scissor-tailed Flycatcher. A bird with slender body, forked black tail, pale gray blackish wings, white edges, salmon-pink flank, and intensely colored plumage."
hybrid,481,937,Loggerhead Shrike,"A photo of a Loggerhead Shrike. A bird with thick rounded body, thick small hooked black bill, gray black wide mask, black white wings, gray head, white throat, and white primaries."
hybrid,482,938,Northern Shrike,"A photo of a Northern Shrike. A bird with large body, thick neck, large rounded head, thick hooked bill, short black wings, long rounded black tail, gray black masks, fine gray barring, and brownish faint mask."
hybrid,483,939,White-eyed Vireo,"A photo of a White-eyed Vireo. A bird with hooked bill, compact body, thick neck, white dark eye, yellow-washed side, gray head, white chest, white throat, and white wingbars."
hybrid,484,940,Bell's Vireo,"A photo of a Bell's Vireo. A bird with slim build, slender body, long tail, grayish upperparts, whitish underparts, whitish eye, and pale wingbars."
hybrid,485,941,Yellow-throated Vireo,"A photo of a Yellow-throated Vireo. A bird with small chunky body, big olive-green head, thick bill, short tail, two white bars, and gray wings."
hybrid,486,942,Plumbeous Vireo,"A photo of a Plumbeous Vireo. A bird with small sturdy body, short hooked bill, rich gray upperparts, white underparts, bold white spectacles, and grayish side."
hybrid,487,943,Cassin's Vireo,"A photo of a Cassin's Vireo. A bird with small sturdy body, short dark bill, long wings, long tail, olive green upperparts, grayish head, prominent white eyering, prominent white wingbars, white underparts, white side, dark eye, and dark legs."
hybrid,488,944,Blue-headed Vireo,"A photo of a Blue-headed Vireo. A bird with stocky small body, medium-length tail, hooked bill, thick legs, moss-green bluish-gray head, crisp white underparts, and two white wingbars."
hybrid,489,945,Hutton's Vireo,"A photo of a Hutton's Vireo. A bird with small large head, short bill, short wings, moderately long tail, grayish olive upperparts, pale gray underparts, and two wingbars."
hybrid,490,946,Warbling Vireo,"A photo of a Warbling Vireo. A bird with small chunky medium-sized body, thick straight hooked medium-length bill, round head, round tail, grayish gray upperparts, whitish underparts, whitish side, whitish vent yellow plumage, dark white line, and dark eye."
hybrid,491,947,Red-eyed Vireo,"A photo of a Red-eyed Vireo. A bird with large chunky body, thick neck, long bill, olive-green gray upperparts, clean white gray underparts, strong head, gray crown, white eyebrow, gray stripes, blackish lines, and red eye."
hybrid,492,948,Gray Jay,"A photo of a Gray Jay. A bird with stocky large body, round light gray head, long tail, broad rounded wings, dark gray upperparts, light gray underparts, black back, and grayish black plumage."
hybrid,493,949,Steller's Jay,"A photo of a Steller's Jay. A bird with large head, chunky body, rounded wings, long full tail, prominent triangular crest, dark plumage, and white underparts."
hybrid,494,950,Blue Jay,"A photo of a Blue Jay. A bird with large crest, broad rounded tail, white light gray underparts, various shades blue plumage, and black-and-white upperparts."
hybrid,495,951,Florida Scrub-Jay,"A photo of a Florida Scrub-Jay. A bird with large sturdy body, long tail, hefty legs, big flat head, heavy bill, dull blue plumage, whitish forehead, pale gray back, and pale gray belly."
hybrid,496,952,Western Scrub-Jay,A photo of a Western Scrub-Jay.
hybrid,497,953,Mexican Jay,"A photo of a Mexican Jay. A bird with long tail, short neck, pointed dark bill, long strong legs, long strong feet, blue upperparts, blue underparts, brown-gray back, and dark eye."
hybrid,498,954,Clark's Nutcracker,"A photo of a Clark's Nutcracker. A bird with short tail, short head, straight sharp-tipped black bill, pale gray black wings, black legs, and black feet."
hybrid,499,955,Black-billed Magpie,"A photo of a Black-billed Magpie. A bird with black-and-white plumage, white patches, two white stripes, and white back."
hybrid,500,956,Yellow-billed Magpie,"A photo of a Yellow-billed Magpie. A bird with large heavy rounded body, large head, long tail, curved bright yellow bill, and black-and-white iridescent blue wings."
hybrid,501,957,American Crow,"A photo of a American Crow. A bird with large long legs, straight bill, and short tail."
hybrid,502,958,Yellow-rumped Warbler (Breeding Audubon's),"A photo of a Yellow-rumped Warbler (Breeding Audubon's). A bird with large full body, large head, large bill, long narrow tail, smart gray paler brown plumage, white wings, yellow face, yellow side, and yellow bright rump."
hybrid,503,959,Purple Martin (Female/juvenile),"A photo of a Purple Martin (Female/juvenile). A bird with large broad-chested body, hooked bill, short forked tail, long tapered brown-black wings, iridescent dark blue-purple plumage, gray head, gray chest, and gray belly."
hybrid,504,960,American Robin (Juvenile),"A photo of a American Robin (Juvenile). A bird with round body, gray-brown tones plumage, round underparts, round back, and round chest."
hybrid,505,961,Phainopepla (Male),"A photo of a Phainopepla (Male). A bird with slender body, long tail, distinct crest, glossy black red eye, large white patches, black red wings, and mousy grayish-brown plumage."
hybrid,506,962,Snow Bunting (Nonbreeding),"A photo of a Snow Bunting (Nonbreeding). A bird with medium-sized full body, full sharp white bill, black wingtips, black-and-white tail, black brown streaky white back, whitish plumage, dusky head, white underparts, rusty patches, white crown, and white shoulder."
hybrid,507,963,Common Yellowthroat (Female/immature male),"A photo of a Common Yellowthroat (Female/immature male). A bird with small chunky body, rounded head, medium-length rounded tail, bright yellow underparts, sharp black face, olive upperparts, thin whitish line, thin whitish neck, and traces full lack black mask."
hybrid,508,964,American Redstart (Female/juvenile),"A photo of a American Redstart (Female/juvenile). A bird with medium-sized body, flat bill, flat bright orange dark-gray tail, black yellow to yellow-orange plumage, bright orange patches, bright orange olive wings, gray head, gray underparts, and olive back."
hybrid,509,965,Magnolia Warbler (Female/immature male),"A photo of a Magnolia Warbler (Female/immature male). A bird with small bill, long narrow tail, black mask, black streaking, gray black upperparts, wide white wings, gray black patches, yellow throat, yellow belly, gray head, white eyering, faint gray bands, white neck, narrow white wingbars, and white black tip."
hybrid,510,966,"Bay-breasted Warbler (Female, Nonbreeding male, Immature)","A photo of a Bay-breasted Warbler (Female, Nonbreeding male, Immature). A bird with small fine pointed bill, long wings, long tail, grayish yellow-green upperparts, reddish-brown crown, reddish-brown breast, reddish-brown brown flank, black face, creamy buff whitish underparts, creamy buff rear, creamy buff cheek, and two strong white wingbars."
hybrid,511,967,Chestnut-sided Warbler (Female/immature male),"A photo of a Chestnut-sided Warbler (Female/immature male). A bird with slim body, long tail, crisp gray plumage, white yellow crown, black face, rich chestnut flank, bright lime-green upperparts, white eyering, two wingbars, and pale gray-and-white underparts."
hybrid,512,968,Blackpoll Warbler (Female/juvenile),"A photo of a Blackpoll Warbler (Female/juvenile). A bird with small short tail, small thin bill, black-and-white black cap, white cheek, white black stripes, two white wingbars, orange-yellow legs, greenish-yellow upperparts, and white underparts."
hybrid,513,969,Black-throated Blue Warbler (Female/Immature male),"A photo of a Black-throated Blue Warbler (Female/Immature male). A bird with pointed bill, large plump body, blue upperparts, white underparts, black throat, black face, black side, plain grayish olive plumage, and small white square wings."
hybrid,514,970,Lark Bunting (Female/Nonbreeding male),"A photo of a Lark Bunting (Female/Nonbreeding male). A bird with compact body, unmistakable black plumage, white wings, brownish upperparts, brownish underparts, white upperwing brownish tail feathers, and brownish coverts."
hybrid,515,971,White-throated Sparrow (Tan-striped/immature),"A photo of a White-throated Sparrow (Tan-striped/immature). A bird with large full body, prominent bright white bill, rounded gray black-and-white-striped head, long legs, long narrow tail, brown upperparts, gray underparts, bright white throat, and bright white eye."
hybrid,516,972,Harris's Sparrow (Immature),"A photo of a Harris's Sparrow (Immature). A bird with large chunky small body, big barrel-shaped chest, round head, long tail, long pink bill, streaky brown black plumage, black bib, gray cheek, gray nape, white belly, and white back."
hybrid,517,973,White-crowned Sparrow (Immature),"A photo of a White-crowned Sparrow (Immature). A bird with large small pale pink yellow bill, long tail, and white stripes."
hybrid,518,974,Golden-crowned Sparrow (Immature),"A photo of a Golden-crowned Sparrow (Immature). A bird with large long tail, small black head, seed-eating bill, golden-crowned streaked brown upperparts, smooth gray-brown underparts, black yellow crown, and bright-yellow forehead."
hybrid,519,975,Dark-eyed Junco (White-winged),"A photo of a Dark-eyed Junco (White-winged). A bird with medium-sized body pale bill, gray body, faint white wingbars, and faint white face."
hybrid,520,976,Chipping Sparrow (Immature/nonbreeding adult),"A photo of a Chipping Sparrow (Immature/nonbreeding adult). A bird with slender body, long tail, medium-sized bill, pale face, black line, pale eye, bright rusty crown, streaked upperparts, and black cap."
hybrid,521,977,Scarlet Tanager (Female/Nonbreeding Male),"A photo of a Scarlet Tanager (Female/Nonbreeding Male). A bird with medium-sized broad body, stocky proportions, thick rounded bill, brilliant red plumage, black olive wings, and black olive tail."
hybrid,522,978,Western Tanager (Female/Nonbreeding Male),"A photo of a Western Tanager (Female/Nonbreeding Male). A bird with stocky yellow-green body, short thick-based bill, medium-length tail, yellow black wings, orange-red head, two bold wingbars, yellow upperpart marking, white lower underparts, and red plumage."
hybrid,523,979,Northern Cardinal (Female/Juvenile),"A photo of a Northern Cardinal (Female/Juvenile). A bird with large body, long tail, short thick reddish red-orange bill, prominent crest, brilliant red pale brown plumage, and black face."
hybrid,524,980,Rose-breasted Grosbeak (Female/immature male),"A photo of a Rose-breasted Grosbeak (Female/immature male). A bird with stocky medium-sized body, large triangular bill, broad-chested short neck, medium-length squared white tail, black throat, brown heavily streaked flash yellowish plumage, bold whitish stripes, and white patches."
hybrid,525,981,Black-headed Grosbeak (Female/immature male),"A photo of a Black-headed Grosbeak (Female/immature male). A bird with hefty chunky body, large grayish bill, large black head, short thick neck, short tail, black-and-white wings, brown upperparts, warm orange buff breast, and orange buff side."
hybrid,526,982,Blue Grosbeak (Female/juvenile),"A photo of a Blue Grosbeak (Female/juvenile). A bird with stocky body, large triangular bill, rich blue tend plumage, chestnut two dark brown wingbars, chestnut beak, chestnut upperparts, and grayish-buffy lower underparts."
hybrid,527,983,Lazuli Bunting (Female/juvenile),"A photo of a Lazuli Bunting (Female/juvenile). A bird with small stocky body, cone-shaped bill, blue warm grayish-brown upperparts, pumpkin-colored pale cinnamon tan breast, white belly, white shoulder, warm grayish-brown wings, warm grayish-brown tail, two buffy wingbars, and tan plumage."
